source,target
Gene546__orphanReacEX_gt1a_hs_e_reverse,Metab__gt1a_hs_e
Metab__HMDB0003337_e,Gene547__orphanReacEX_gthox_e
Gene547__orphanReacEX_gthox_e_reverse,Metab__HMDB0003337_e
Metab__ha_e,Gene548__orphanReacEX_ha_e
Gene548__orphanReacEX_ha_e_reverse,Metab__ha_e
Metab__ha_pre1_e,Gene549__orphanReacEX_ha_pre1_e
Gene549__orphanReacEX_ha_pre1_e_reverse,Metab__ha_pre1_e
Metab__hcoumarin_e,Gene550__orphanReacEX_hcoumarin_e
Gene550__orphanReacEX_hcoumarin_e_reverse,Metab__hcoumarin_e
Metab__HMDB0003229_e,Gene551__orphanReacEX_hdcea_e
Gene551__orphanReacEX_hdcea_e_reverse,Metab__HMDB0003229_e
Metab__HMDB0002356_e,Gene552__orphanReacEX_hexc_e
Gene552__orphanReacEX_hexc_e_reverse,Metab__HMDB0002356_e
Metab__HMDB0000719_e,Gene553__orphanReacEX_hom__L_e
Gene553__orphanReacEX_hom__L_e_reverse,Metab__HMDB0000719_e
Metab__hspg_e,Gene554__orphanReacEX_hspg_e
Gene554__orphanReacEX_hspg_e_reverse,Metab__hspg_e
Metab__htaxol_e,Gene555__orphanReacEX_htaxol_e
Gene555__orphanReacEX_htaxol_e_reverse,Metab__htaxol_e
Metab__HMDB0059634_e,Gene556__orphanReacEX_i_e
Gene556__orphanReacEX_i_e_reverse,Metab__HMDB0059634_e
Metab__HMDB0000175_e,Gene557__orphanReacEX_imp_e
Gene557__orphanReacEX_imp_e_reverse,Metab__HMDB0000175_e
Metab__ksi_e,Gene558__orphanReacEX_ksi_e
Gene558__orphanReacEX_ksi_e_reverse,Metab__ksi_e
Metab__ksii_core4_e,Gene559__orphanReacEX_ksii_core4_e
Gene559__orphanReacEX_ksii_core4_e_reverse,Metab__ksii_core4_e
Metab__HMDB0001311_e,Gene560__orphanReacEX_lac__D_e
Gene560__orphanReacEX_lac__D_e_reverse,Metab__HMDB0001311_e
Metab__cysi_L_e,Gene561__orphanReacEX_cysi__L_e
Gene561__orphanReacEX_cysi__L_e_reverse,Metab__cysi_L_e
Metab__HMDB0001085_e,Gene562__orphanReacEX_leuktrB4_e
Gene562__orphanReacEX_leuktrB4_e_reverse,Metab__HMDB0001085_e
Metab__HMDB0001198_e,Gene563__orphanReacEX_leuktrC4_e
Gene563__orphanReacEX_leuktrC4_e_reverse,Metab__HMDB0001198_e
Metab__leuktrD4_e,Gene564__orphanReacEX_leuktrD4_e
Gene564__orphanReacEX_leuktrD4_e_reverse,Metab__leuktrD4_e
Metab__HMDB0002200_e,Gene565__orphanReacEX_leuktrE4_e
Gene565__orphanReacEX_leuktrE4_e_reverse,Metab__HMDB0002200_e
Metab__HMDB0003375_e,Gene566__orphanReacEX_limnen_e
Gene566__orphanReacEX_limnen_e_reverse,Metab__HMDB0003375_e
Metab__HMDB0001451_e,Gene567__orphanReacEX_lipoate_e
Gene567__orphanReacEX_lipoate_e_reverse,Metab__HMDB0001451_e
Metab__HMDB0000673_e,Gene568__orphanReacEX_lnlc_e
Gene568__orphanReacEX_lnlc_e_reverse,Metab__HMDB0000673_e
Metab__HMDB0001388_e,Gene569__orphanReacEX_lnlnca_e
Gene569__orphanReacEX_lnlnca_e_reverse,Metab__HMDB0001388_e
Metab__lpchol_hs_e,Gene570__orphanReacEX_lpchol_hs_e
Gene570__orphanReacEX_lpchol_hs_e_reverse,Metab__lpchol_hs_e
Metab__HMDB0001875_e,Gene571__orphanReacEX_meoh_e
Gene571__orphanReacEX_meoh_e_reverse,Metab__HMDB0001875_e
Metab__HMDB0006512_e,Gene572__orphanReacEX_mercplaccys_e
Gene572__orphanReacEX_mercplaccys_e_reverse,Metab__HMDB0006512_e
Metab__HMDB0001167_e,Gene573__orphanReacEX_mthgxl_e
Gene573__orphanReacEX_mthgxl_e_reverse,Metab__HMDB0001167_e
Metab__HMDB0015247_e,Gene576__orphanReacEX_nifedipine_e
Gene576__orphanReacEX_nifedipine_e_reverse,Metab__HMDB0015247_e
Metab__npthl_e,Gene577__orphanReacEX_npthl_e
Gene577__orphanReacEX_npthl_e_reverse,Metab__npthl_e
Metab__HMDB0000216_e,Gene578__orphanReacEX_nrpphr_e
Gene578__orphanReacEX_nrpphr_e_reverse,Metab__HMDB0000216_e
Metab__oagd3_hs_e,Gene579__orphanReacEX_oagd3_hs_e
Gene579__orphanReacEX_oagd3_hs_e_reverse,Metab__oagd3_hs_e
Metab__oagt3_hs_e,Gene580__orphanReacEX_oagt3_hs_e
Gene580__orphanReacEX_oagt3_hs_e_reverse,Metab__oagt3_hs_e
Metab__HMDB0000827_e,Gene581__orphanReacEX_ocdca_e
Gene581__orphanReacEX_ocdca_e_reverse,Metab__HMDB0000827_e
Metab__HMDB0000207_e,Gene582__orphanReacEX_ocdcea_e
Gene582__orphanReacEX_ocdcea_e_reverse,Metab__HMDB0000207_e
Metab__HMDB0000482_e,Gene583__orphanReacEX_octa_e
Gene583__orphanReacEX_octa_e_reverse,Metab__HMDB0000482_e
Metab__onpthl_e,Gene584__orphanReacEX_onpthl_e
Gene584__orphanReacEX_onpthl_e_reverse,Metab__onpthl_e
Metab__HMDB0002329_e,Gene585__orphanReacEX_oxa_e
Gene585__orphanReacEX_oxa_e_reverse,Metab__HMDB0002329_e
Metab__paf_hs_e,Gene586__orphanReacEX_paf_hs_e
Gene586__orphanReacEX_paf_hs_e_reverse,Metab__paf_hs_e
Metab__HMDB0003634_e,Gene588__orphanReacEX_perillyl_e
Gene588__orphanReacEX_perillyl_e_reverse,Metab__HMDB0003634_e
Metab__HMDB0006344_e,Gene589__orphanReacEX_pheacgln_e
Gene589__orphanReacEX_pheacgln_e_reverse,Metab__HMDB0006344_e
Metab__phllqne_e,Gene590__orphanReacEX_phllqne_e
Gene590__orphanReacEX_phllqne_e_reverse,Metab__phllqne_e
Metab__HMDB0000801_e,Gene591__orphanReacEX_phyt_e
Gene591__orphanReacEX_phyt_e_reverse,Metab__HMDB0000801_e
Metab__HMDB0001403_e,Gene592__orphanReacEX_prostgd2_e
Gene592__orphanReacEX_prostgd2_e_reverse,Metab__HMDB0001403_e
Metab__HMDB0001220_e,Gene593__orphanReacEX_prostge2_e
Gene593__orphanReacEX_prostge2_e_reverse,Metab__HMDB0001220_e
Metab__HMDB0001139_e,Gene594__orphanReacEX_prostgf2_e
Gene594__orphanReacEX_prostgf2_e_reverse,Metab__HMDB0001139_e
Metab__ps_hs_e,Gene595__orphanReacEX_ps_hs_e
Gene595__orphanReacEX_ps_hs_e_reverse,Metab__ps_hs_e
Metab__retfa_e,Gene596__orphanReacEX_retfa_e
Gene596__orphanReacEX_retfa_e_reverse,Metab__retfa_e
Metab__HMDB0000305_e,Gene597__orphanReacEX_retinol_e
Gene597__orphanReacEX_retinol_e_reverse,Metab__HMDB0000305_e
Metab__Rtotal3_e,Gene599__orphanReacEX_Rtotal3_e
Gene599__orphanReacEX_Rtotal3_e_reverse,Metab__Rtotal3_e
Metab__s2l2n2m2masn_e,Gene600__orphanReacEX_s2l2n2m2masn_e
Gene600__orphanReacEX_s2l2n2m2masn_e_reverse,Metab__s2l2n2m2masn_e
Metab__HMDB0000271_e,Gene601__orphanReacEX_sarcs_e
Gene601__orphanReacEX_sarcs_e_reverse,Metab__HMDB0000271_e
Metab__spc_hs_e,Gene602__orphanReacEX_spc_hs_e
Gene602__orphanReacEX_spc_hs_e_reverse,Metab__spc_hs_e
Metab__HMDB0001383_e,Gene603__orphanReacEX_sph1p_e
Gene603__orphanReacEX_sph1p_e_reverse,Metab__HMDB0001383_e
Metab__HMDB0006547_e,Gene604__orphanReacEX_strdnc_e
Gene604__orphanReacEX_strdnc_e_reverse,Metab__HMDB0006547_e
Metab__tag_hs_e,Gene605__orphanReacEX_tag_hs_e
Gene605__orphanReacEX_tag_hs_e_reverse,Metab__tag_hs_e
Metab__HMDB0015360_e,Gene606__orphanReacEX_taxol_e
Gene606__orphanReacEX_taxol_e_reverse,Metab__HMDB0015360_e
Metab__HMDB0000036_e,Gene607__orphanReacEX_tchola_e
Gene607__orphanReacEX_tchola_e_reverse,Metab__HMDB0000036_e
Metab__HMDB0001453_e,Gene608__orphanReacEX_tcynt_e
Gene608__orphanReacEX_tcynt_e_reverse,Metab__HMDB0001453_e
Metab__HMDB0000951_e,Gene609__orphanReacEX_tdchola_e
Gene609__orphanReacEX_tdchola_e_reverse,Metab__HMDB0000951_e
Metab__tetpent3_e,Gene610__orphanReacEX_tetpent3_e
Gene610__orphanReacEX_tetpent3_e_reverse,Metab__tetpent3_e
Metab__tetpent6_e,Gene611__orphanReacEX_tetpent6_e
Gene611__orphanReacEX_tetpent6_e_reverse,Metab__tetpent6_e
Metab__HMDB0002666_e,Gene612__orphanReacEX_thmmp_e
Gene612__orphanReacEX_thmmp_e_reverse,Metab__HMDB0002666_e
Metab__HMDB0000262_e,Gene613__orphanReacEX_thym_e
Gene613__orphanReacEX_thym_e_reverse,Metab__HMDB0000262_e
Metab__HMDB0000265_e,Gene614__orphanReacEX_triodthy_e
Gene614__orphanReacEX_triodthy_e_reverse,Metab__HMDB0000265_e
Metab__triodthysuf_e,Gene615__orphanReacEX_triodthysuf_e
Gene615__orphanReacEX_triodthysuf_e_reverse,Metab__triodthysuf_e
Metab__HMDB0003193_e,Gene616__orphanReacEX_tststeroneglc_e
Gene616__orphanReacEX_tststeroneglc_e_reverse,Metab__HMDB0003193_e
Metab__HMDB0002833_e,Gene617__orphanReacEX_tststerones_e
Gene617__orphanReacEX_tststerones_e_reverse,Metab__HMDB0002833_e
Metab__HMDB0000806_e,Gene618__orphanReacEX_ttdca_e
Gene618__orphanReacEX_ttdca_e_reverse,Metab__HMDB0000806_e
Metab__HMDB0006409_e,Gene619__orphanReacEX_tymsf_e
Gene619__orphanReacEX_tymsf_e_reverse,Metab__HMDB0006409_e
Metab__Tyr_ggn_e,Gene620__orphanReacEX_Tyr_ggn_e
Gene620__orphanReacEX_Tyr_ggn_e_reverse,Metab__Tyr_ggn_e
Metab__HMDB0000876_e,Gene622__orphanReacEX_vitd3_e
Gene622__orphanReacEX_vitd3_e_reverse,Metab__HMDB0000876_e
Metab__HMDB0002059_e,Gene623__orphanReacEX_whddca_e
Gene623__orphanReacEX_whddca_e_reverse,Metab__HMDB0002059_e
Metab__HMDB0006294_e,Gene624__orphanReacEX_whhdca_e
Gene624__orphanReacEX_whhdca_e_reverse,Metab__HMDB0006294_e
Metab__whttdca_e,Gene625__orphanReacEX_whttdca_e
Gene625__orphanReacEX_whttdca_e_reverse,Metab__whttdca_e
Metab__xoltri25_e,Gene626__orphanReacEX_xoltri25_e
Gene626__orphanReacEX_xoltri25_e_reverse,Metab__xoltri25_e
Metab__HMDB0006281_e,Gene627__orphanReacEX_xoltri27_e
Gene627__orphanReacEX_xoltri27_e_reverse,Metab__HMDB0006281_e
Metab__f1a_g,Gene628__orphanReacF1Atg
Gene628__orphanReacF1Atg,Metab__f1a_l
Gene628__orphanReacF1Atg_reverse,Metab__f1a_g
Metab__f1a_l,Gene628__orphanReacF1Atg_reverse
Metab__HMDB0000806_c,Gene629__ACSL3
Gene629__ACSL3,Metab__HMDB0001521_c
Metab__HMDB0000220_c,Gene630__ACSL3
Gene630__ACSL3,Metab__HMDB0001338_c
Metab__HMDB0000220_c,Gene630__ACSL5
Gene630__ACSL5,Metab__HMDB0001338_c
Metab__HMDB0000220_c,Gene630__ACSL1
Gene630__ACSL1,Metab__HMDB0001338_c
Metab__HMDB0000220_c,Gene630__ACSL4
Gene630__ACSL4,Metab__HMDB0001338_c
Metab__HMDB0000220_c,Gene630__ACSBG2
Gene630__ACSBG2,Metab__HMDB0001338_c
Metab__HMDB0002259_c,Gene631__ACSL4
Gene631__ACSL4,Metab__hpdcacoa_c
Metab__HMDB0002259_c,Gene631__ACSL1
Gene631__ACSL1,Metab__hpdcacoa_c
Metab__HMDB0002259_c,Gene631__ACSL3
Gene631__ACSL3,Metab__hpdcacoa_c
Metab__HMDB0000207_c,Gene632__ACSL1
Gene632__ACSL1,Metab__HMDB0001322_c
Metab__HMDB0000207_c,Gene632__ACSL3
Gene632__ACSL3,Metab__HMDB0001322_c
Metab__HMDB0000207_c,Gene632__ACSL4
Gene632__ACSL4,Metab__HMDB0001322_c
Metab__HMDB0000207_c,Gene632__ACSBG2
Gene632__ACSBG2,Metab__HMDB0001322_c
Metab__HMDB0000673_c,Gene633__ACSL1
Gene633__ACSL1,Metab__HMDB0001064_c
Metab__HMDB0000673_c,Gene633__ACSL4
Gene633__ACSL4,Metab__HMDB0001064_c
Metab__HMDB0000673_c,Gene633__ACSBG2
Gene633__ACSBG2,Metab__HMDB0001064_c
Metab__HMDB0000673_c,Gene633__ACSL3
Gene633__ACSL3,Metab__HMDB0001064_c
Metab__lneldc_c,Gene634__ACSL1
Gene634__ACSL1,Metab__lneldccoa_c
Metab__HMDB0003073_c,Gene635__ACSL1
Gene635__ACSL1,Metab__HMDB0006368_c
Metab__HMDB0003073_c,Gene635__ACSL4
Gene635__ACSL4,Metab__HMDB0006368_c
Metab__HMDB0003073_c,Gene635__ACSL3
Gene635__ACSL3,Metab__HMDB0006368_c
Metab__HMDB0003073_c,Gene635__ACSBG2
Gene635__ACSBG2,Metab__HMDB0006368_c
Metab__HMDB0003073_c,Gene635__ACSL6
Gene635__ACSL6,Metab__HMDB0006368_c
Metab__HMDB0003073_c,Gene635__ACSL5
Gene635__ACSL5,Metab__HMDB0006368_c
Metab__HMDB0006547_c,Gene636__ACSL1
Gene636__ACSL1,Metab__strdnccoa_c
Metab__HMDB0002925_c,Gene637__ACSL1
Gene637__ACSL1,Metab__HMDB0003947_c
Metab__HMDB0001043_c,Gene638__ACSL3
Gene638__ACSL3,Metab__HMDB0006523_c
Metab__HMDB0001043_c,Gene638__ACSL1
Gene638__ACSL1,Metab__HMDB0006523_c
Metab__HMDB0001043_c,Gene638__ACSL4
Gene638__ACSL4,Metab__HMDB0006523_c
Metab__HMDB0001043_c,Gene638__ACSBG2
Gene638__ACSBG2,Metab__HMDB0006523_c
Metab__HMDB0002177_c,Gene639__ACSL1
Gene639__ACSL1,Metab__eicostetcoa_c
Metab__HMDB0001999_c,Gene640__ACSL1
Gene640__ACSL1,Metab__tmndnccoa_c
Metab__HMDB0013123_c,Gene641__ACSL1
Gene641__ACSL1,Metab__dcsptn1coa_c
Metab__HMDB0006528_c,Gene642__ACSL1
Gene642__ACSL1,Metab__HMDB0006267_c
Metab__HMDB0002003_c,Gene643__ACSL1
Gene643__ACSL1,Metab__ttccoa_c
Metab__HMDB0002368_c,Gene644__ACSL1
Gene644__ACSL1,Metab__nrvnccoa_c
Metab__tetpent6_c,Gene645__ACSL1
Gene645__ACSL1,Metab__tetpent6coa_c
Metab__HMDB0000039_m,Gene646__ACSM1
Gene646__ACSM1,Metab__HMDB0001088_m
Metab__HMDB0000482_c,Gene647__ACSL3
Gene647__ACSL3,Metab__HMDB0001070_c
Metab__HMDB0001197_c,Gene648__orphanReacFADH2tru
Gene648__orphanReacFADH2tru,Metab__HMDB0001197_r
Metab__HMDB0001197_c,Gene649__orphanReacFADH2tx
Gene649__orphanReacFADH2tx,Metab__HMDB0001197_x
Gene649__orphanReacFADH2tx_reverse,Metab__HMDB0001197_c
Metab__HMDB0001197_x,Gene649__orphanReacFADH2tx_reverse
Metab__HMDB0001248_r,Gene650__orphanReacFADtru
Gene650__orphanReacFADtru,Metab__HMDB0001248_c
Metab__HMDB0001248_c,Gene651__orphanReacFADtx
Gene651__orphanReacFADtx,Metab__HMDB0001248_x
Gene651__orphanReacFADtx_reverse,Metab__HMDB0001248_c
Metab__HMDB0001248_x,Gene651__orphanReacFADtx_reverse
Metab__strdnccoa_c,Gene652__ELOVL4
Metab__HMDB0001175_c,Gene652__ELOVL4
Gene652__ELOVL4,Metab__eicostetcoa_c
Metab__strdnccoa_c,Gene652__ELOVL6
Metab__HMDB0001175_c,Gene652__ELOVL6
Gene652__ELOVL6,Metab__eicostetcoa_c
Metab__strdnccoa_c,Gene652__ELOVL5
Metab__HMDB0001175_c,Gene652__ELOVL5
Gene652__ELOVL5,Metab__eicostetcoa_c
Metab__strdnccoa_c,Gene652__ELOVL2
Metab__HMDB0001175_c,Gene652__ELOVL2
Gene652__ELOVL2,Metab__eicostetcoa_c
Metab__HMDB0006523_c,Gene653__ELOVL4
Metab__HMDB0001175_c,Gene653__ELOVL4
Gene653__ELOVL4,Metab__adrncoa_c
Metab__HMDB0006523_c,Gene653__ELOVL6
Metab__HMDB0001175_c,Gene653__ELOVL6
Gene653__ELOVL6,Metab__adrncoa_c
Metab__HMDB0006523_c,Gene653__ELOVL5
Metab__HMDB0001175_c,Gene653__ELOVL5
Gene653__ELOVL5,Metab__adrncoa_c
Metab__HMDB0006523_c,Gene653__ELOVL2
Metab__HMDB0001175_c,Gene653__ELOVL2
Gene653__ELOVL2,Metab__adrncoa_c
Metab__tmndnccoa_c,Gene654__ELOVL4
Metab__HMDB0001175_c,Gene654__ELOVL4
Gene654__ELOVL4,Metab__HMDB0006267_c
Metab__tmndnccoa_c,Gene654__ELOVL6
Metab__HMDB0001175_c,Gene654__ELOVL6
Gene654__ELOVL6,Metab__HMDB0006267_c
Metab__tmndnccoa_c,Gene654__ELOVL5
Metab__HMDB0001175_c,Gene654__ELOVL5
Gene654__ELOVL5,Metab__HMDB0006267_c
Metab__tmndnccoa_c,Gene654__ELOVL2
Metab__HMDB0001175_c,Gene654__ELOVL2
Gene654__ELOVL2,Metab__HMDB0006267_c
Metab__HMDB0000638_c,Gene655__CYP4A11
Gene655__CYP4A11,Metab__HMDB0002059_c
Metab__HMDB0000806_c,Gene656__CYP4A11
Gene656__CYP4A11,Metab__whttdca_c
Metab__HMDB0000125_c,Gene657__ADH5
Metab__HMDB0001426_c,Gene657__ADH5
Gene657__ADH5,Metab__HMDB0062625_c
Gene657__ADH5_reverse,Metab__HMDB0000125_c
Gene657__ADH5_reverse,Metab__HMDB0001426_c
Metab__HMDB0062625_c,Gene657__ADH5_reverse
Metab__HMDB0001426_l,Gene658__orphanReacFALDtly
Gene658__orphanReacFALDtly,Metab__HMDB0001426_c
Gene658__orphanReacFALDtly_reverse,Metab__HMDB0001426_l
Metab__HMDB0001426_c,Gene658__orphanReacFALDtly_reverse
Metab__HMDB0001426_m,Gene659__orphanReacFALDtm
Gene659__orphanReacFALDtm,Metab__HMDB0001426_c
Gene659__orphanReacFALDtm_reverse,Metab__HMDB0001426_m
Metab__HMDB0001426_c,Gene659__orphanReacFALDtm_reverse
Metab__dmnoncoa_m,Gene660__ACADM
Gene660__ACADM,Metab__dmhptcoa_m
Metab__HMDB0001338_m,Gene661__ACADS
Gene661__ACADS,Metab__HMDB0001070_m
Metab__HMDB0001338_m,Gene661__ACADM
Gene661__ACADM,Metab__HMDB0001070_m
Metab__HMDB0001338_x,Gene662__ACOX1_HSD17B4_ACAA1
Gene662__ACOX1_HSD17B4_ACAA1,Metab__HMDB0001070_x
Metab__HMDB0001338_x,Gene662__ACOX1_ACAA1_EHHADH
Gene662__ACOX1_ACAA1_EHHADH,Metab__HMDB0001070_x
Metab__HMDB0001338_x,Gene662__ACAA1_ACOX1_EHHADH
Gene662__ACAA1_ACOX1_EHHADH,Metab__HMDB0001070_x
Metab__HMDB0001338_x,Gene662__HSD17B4_ACAA1_ACOX1
Gene662__HSD17B4_ACAA1_ACOX1,Metab__HMDB0001070_x
Metab__HMDB0001114_x,Gene663__ACOX1_HSD17B4_ACAA1
Gene663__ACOX1_HSD17B4_ACAA1,Metab__HMDB0001338_x
Gene663__ACOX1_HSD17B4_ACAA1,Metab__HMDB0003125_x
Metab__HMDB0001114_x,Gene663__ACOX1_ACAA1_EHHADH
Gene663__ACOX1_ACAA1_EHHADH,Metab__HMDB0001338_x
Gene663__ACOX1_ACAA1_EHHADH,Metab__HMDB0003125_x
Metab__HMDB0001114_x,Gene663__ACAA1_ACOX1_EHHADH
Gene663__ACAA1_ACOX1_EHHADH,Metab__HMDB0001338_x
Gene663__ACAA1_ACOX1_EHHADH,Metab__HMDB0003125_x
Metab__HMDB0001114_x,Gene663__HSD17B4_ACAA1_ACOX1
Gene663__HSD17B4_ACAA1_ACOX1,Metab__HMDB0001338_x
Gene663__HSD17B4_ACAA1_ACOX1,Metab__HMDB0003125_x
Metab__HMDB0006529_m,Gene664__ACADS
Gene664__ACADS,Metab__HMDB0001070_m
Metab__HMDB0006529_m,Gene664__ACADM
Gene664__ACADM,Metab__HMDB0001070_m
Metab__HMDB0001322_m,Gene665__ACADM
Gene665__ACADM,Metab__HMDB0001070_m
Metab__HMDB0001322_m,Gene665__ACADS
Gene665__ACADS,Metab__HMDB0001070_m
Metab__HMDB0001064_m,Gene666__ACADM
Gene666__ACADM,Metab__HMDB0001070_m
Metab__HMDB0001064_m,Gene666__ACADS
Gene666__ACADS,Metab__HMDB0001070_m
Metab__lneldccoa_m,Gene667__ACADM
Gene667__ACADM,Metab__HMDB0001070_m
Metab__lneldccoa_m,Gene667__ACADS
Gene667__ACADS,Metab__HMDB0001070_m
Metab__HMDB0006368_m,Gene668__ACADM
Gene668__ACADM,Metab__HMDB0001070_m
Metab__HMDB0006368_m,Gene668__ACADS
Gene668__ACADS,Metab__HMDB0001070_m
Metab__HMDB0001248_m,Gene669__ACADM
Metab__strdnccoa_m,Gene669__ACADM
Gene669__ACADM,Metab__HMDB0001197_m
Gene669__ACADM,Metab__HMDB0001070_m
Metab__HMDB0001248_m,Gene669__ACADS
Metab__strdnccoa_m,Gene669__ACADS
Gene669__ACADS,Metab__HMDB0001197_m
Gene669__ACADS,Metab__HMDB0001070_m
Metab__HMDB0004258_x,Gene670__HSD17B4_ACAA1_ACOX1
Gene670__HSD17B4_ACAA1_ACOX1,Metab__HMDB0003125_x
Gene670__HSD17B4_ACAA1_ACOX1,Metab__HMDB0001114_x
Metab__HMDB0004258_x,Gene670__ACOX1_ACAA1_EHHADH
Gene670__ACOX1_ACAA1_EHHADH,Metab__HMDB0003125_x
Gene670__ACOX1_ACAA1_EHHADH,Metab__HMDB0001114_x
Metab__HMDB0004258_x,Gene670__ACOX1_HSD17B4_ACAA1
Gene670__ACOX1_HSD17B4_ACAA1,Metab__HMDB0003125_x
Gene670__ACOX1_HSD17B4_ACAA1,Metab__HMDB0001114_x
Metab__HMDB0004258_x,Gene670__ACAA1_ACOX1_EHHADH
Gene670__ACAA1_ACOX1_EHHADH,Metab__HMDB0003125_x
Gene670__ACAA1_ACOX1_EHHADH,Metab__HMDB0001114_x
Metab__HMDB0001248_m,Gene671__ACADS
Metab__HMDB0003947_m,Gene671__ACADS
Gene671__ACADS,Metab__HMDB0001197_m
Gene671__ACADS,Metab__HMDB0006368_m
Metab__HMDB0001248_m,Gene671__ACADM
Metab__HMDB0003947_m,Gene671__ACADM
Gene671__ACADM,Metab__HMDB0001197_m
Gene671__ACADM,Metab__HMDB0006368_m
Metab__HMDB0006523_m,Gene672__ACADS
Metab__HMDB0006523_m,Gene672__ACADM
Metab__tmndnccoa_m,Gene673__ACADM
Gene673__ACADM,Metab__strdnccoa_m
Metab__tmndnccoa_m,Gene673__ACADS
Gene673__ACADS,Metab__strdnccoa_m
Metab__tmndnccoa_x,Gene674__ACAA1_ACOX1_EHHADH
Gene674__ACAA1_ACOX1_EHHADH,Metab__strdnccoa_x
Metab__tmndnccoa_x,Gene674__ACOX1_HSD17B4_ACAA1
Gene674__ACOX1_HSD17B4_ACAA1,Metab__strdnccoa_x
Metab__tmndnccoa_x,Gene674__ACOX1_ACAA1_EHHADH
Gene674__ACOX1_ACAA1_EHHADH,Metab__strdnccoa_x
Metab__tmndnccoa_x,Gene674__HSD17B4_ACAA1_ACOX1
Gene674__HSD17B4_ACAA1_ACOX1,Metab__strdnccoa_x
Metab__dcsptn1coa_m,Gene675__ACADM
Gene675__ACADM,Metab__HMDB0006368_m
Metab__dcsptn1coa_m,Gene675__ACADS
Gene675__ACADS,Metab__HMDB0006368_m
Metab__dcsptn1coa_m,Gene676__ACADS
Gene676__ACADS,Metab__HMDB0003125_m
Gene676__ACADS,Metab__tmndnccoa_m
Metab__dcsptn1coa_m,Gene676__ACADM
Gene676__ACADM,Metab__HMDB0003125_m
Gene676__ACADM,Metab__tmndnccoa_m
Metab__dcsptn1coa_x,Gene677__ACOX1_HSD17B4_ACAA1
Gene677__ACOX1_HSD17B4_ACAA1,Metab__HMDB0003125_x
Gene677__ACOX1_HSD17B4_ACAA1,Metab__tmndnccoa_x
Metab__dcsptn1coa_x,Gene677__ACAA1_ACOX1_EHHADH
Gene677__ACAA1_ACOX1_EHHADH,Metab__HMDB0003125_x
Gene677__ACAA1_ACOX1_EHHADH,Metab__tmndnccoa_x
Metab__dcsptn1coa_x,Gene677__ACOX1_ACAA1_EHHADH
Gene677__ACOX1_ACAA1_EHHADH,Metab__HMDB0003125_x
Gene677__ACOX1_ACAA1_EHHADH,Metab__tmndnccoa_x
Metab__dcsptn1coa_x,Gene677__HSD17B4_ACAA1_ACOX1
Gene677__HSD17B4_ACAA1_ACOX1,Metab__HMDB0003125_x
Gene677__HSD17B4_ACAA1_ACOX1,Metab__tmndnccoa_x
Metab__HMDB0000138_e,Gene678__orphanReacGCHOLAte
Gene678__orphanReacGCHOLAte,Metab__HMDB0000138_c
Gene678__orphanReacGCHOLAte_reverse,Metab__HMDB0000138_e
Metab__HMDB0000138_c,Gene678__orphanReacGCHOLAte_reverse
Metab__c226coa_m,Gene679__ACADS
Gene679__ACADS,Metab__tmndnccoa_m
Metab__c226coa_m,Gene679__ACADM
Gene679__ACADM,Metab__tmndnccoa_m
Metab__HMDB0006516_x,Gene680__ACOX1_HSD17B4_ACAA1
Gene680__ACOX1_HSD17B4_ACAA1,Metab__HMDB0003125_x
Gene680__ACOX1_HSD17B4_ACAA1,Metab__adrncoa_x
Metab__HMDB0006516_x,Gene680__ACOX1_ACAA1_EHHADH
Gene680__ACOX1_ACAA1_EHHADH,Metab__HMDB0003125_x
Gene680__ACOX1_ACAA1_EHHADH,Metab__adrncoa_x
Metab__HMDB0006516_x,Gene680__ACAA1_ACOX1_EHHADH
Gene680__ACAA1_ACOX1_EHHADH,Metab__HMDB0003125_x
Gene680__ACAA1_ACOX1_EHHADH,Metab__adrncoa_x
Metab__HMDB0006516_x,Gene680__HSD17B4_ACAA1_ACOX1
Gene680__HSD17B4_ACAA1_ACOX1,Metab__HMDB0003125_x
Gene680__HSD17B4_ACAA1_ACOX1,Metab__adrncoa_x
Metab__tetpent3coa_x,Gene681__HSD17B4_ACAA1_ACOX1
Gene681__HSD17B4_ACAA1_ACOX1,Metab__HMDB0003125_x
Gene681__HSD17B4_ACAA1_ACOX1,Metab__HMDB0006267_x
Metab__tetpent3coa_x,Gene681__ACAA1_ACOX1_EHHADH
Gene681__ACAA1_ACOX1_EHHADH,Metab__HMDB0003125_x
Gene681__ACAA1_ACOX1_EHHADH,Metab__HMDB0006267_x
Metab__tetpent3coa_x,Gene681__ACOX1_ACAA1_EHHADH
Gene681__ACOX1_ACAA1_EHHADH,Metab__HMDB0003125_x
Gene681__ACOX1_ACAA1_EHHADH,Metab__HMDB0006267_x
Metab__tetpent3coa_x,Gene681__ACOX1_HSD17B4_ACAA1
Gene681__ACOX1_HSD17B4_ACAA1,Metab__HMDB0003125_x
Gene681__ACOX1_HSD17B4_ACAA1,Metab__HMDB0006267_x
Metab__tetpent6coa_x,Gene682__HSD17B4_ACAA1_ACOX1
Gene682__HSD17B4_ACAA1_ACOX1,Metab__HMDB0003125_x
Gene682__HSD17B4_ACAA1_ACOX1,Metab__dcsptn1coa_x
Metab__tetpent6coa_x,Gene682__ACOX1_HSD17B4_ACAA1
