metabolites,pathway
HMDB0000251,KEGG_BETA_ALANINE_METABOLISM
HMDB0000251,KEGG_BUTANOATE_METABOLISM
HMDB0000252,KEGG_SPHINGOLIPID_METABOLISM
HMDB0000252,KEGG_GLYCEROLIPID_METABOLISM
HMDB0000252,KEGG_ETHER_LIPID_METABOLISM
HMDB0000252,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
HMDB0000252,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
HMDB0000252,KEGG_VEGF_SIGNALING_PATHWAY
HMDB0000252,KEGG_CALCIUM_SIGNALING_PATHWAY
HMDB0000252,KEGG_LYSOSOME
HMDB0000253,KEGG_ABC_TRANSPORTERS
HMDB0000253,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000253,KEGG_SULFUR_METABOLISM
HMDB0000254,KEGG_LYSINE_DEGRADATION
HMDB0000254,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0000254,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
HMDB0000254,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
HMDB0000254,KEGG_BUTANOATE_METABOLISM
HMDB0000254,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0000254,KEGG_ALZHEIMERS_DISEASE
HMDB0000254,KEGG_PARKINSONS_DISEASE
HMDB0000254,KEGG_OXIDATIVE_PHOSPHORYLATION
HMDB0000254,KEGG_CITRATE_CYCLE_TCA_CYCLE
HMDB0000254,KEGG_HUNTINGTONS_DISEASE
HMDB0000254,KEGG_PROPANOATE_METABOLISM
HMDB0000254,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0000254,KEGG_PEROXISOME
HMDB0000256,KEGG_STEROID_BIOSYNTHESIS
HMDB0000257,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
HMDB0000257,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
HMDB0000259,KEGG_TRYPTOPHAN_METABOLISM
HMDB0000259,KEGG_HISTIDINE_METABOLISM
HMDB0000259,KEGG_TYROSINE_METABOLISM
HMDB0000259,KEGG_PHENYLALANINE_METABOLISM
HMDB0000259,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0000259,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0000259,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000262,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000262,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
HMDB0000262,KEGG_PYRIMIDINE_METABOLISM
HMDB0000262,KEGG_BETA_ALANINE_METABOLISM
HMDB0000262,KEGG_BLADDER_CANCER
HMDB0000263,KEGG_RNA_DEGRADATION
HMDB0000263,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0000263,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
HMDB0000263,KEGG_PYRUVATE_METABOLISM
HMDB0000263,KEGG_INSULIN_SIGNALING_PATHWAY
HMDB0000263,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0000263,KEGG_CITRATE_CYCLE_TCA_CYCLE
HMDB0000263,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0000263,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
HMDB0000263,KEGG_TYPE_II_DIABETES_MELLITUS
HMDB0000263,KEGG_PURINE_METABOLISM
HMDB0000263,KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
HMDB0000265,KEGG_SULFUR_METABOLISM
HMDB0000265,KEGG_JAK_STAT_SIGNALING_PATHWAY
HMDB0000265,KEGG_AUTOIMMUNE_THYROID_DISEASE
HMDB0000265,KEGG_TYROSINE_METABOLISM
HMDB0000265,KEGG_HEMATOPOIETIC_CELL_LINEAGE
HMDB0000265,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
HMDB0000267,KEGG_GLUTATHIONE_METABOLISM
HMDB0000269,KEGG_SPHINGOLIPID_METABOLISM
HMDB0000269,KEGG_LYSOSOME
HMDB0000269,KEGG_GLYCEROLIPID_METABOLISM
HMDB0000269,KEGG_ETHER_LIPID_METABOLISM
HMDB0000269,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
HMDB0000269,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
HMDB0000269,KEGG_VEGF_SIGNALING_PATHWAY
HMDB0000269,KEGG_CALCIUM_SIGNALING_PATHWAY
HMDB0000271,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0000271,KEGG_LYSOSOME
HMDB0000271,KEGG_PEROXISOME
HMDB0000271,KEGG_LYSINE_DEGRADATION
HMDB0000272,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0000273,KEGG_PYRIMIDINE_METABOLISM
HMDB0000273,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0000273,KEGG_PURINE_METABOLISM
HMDB0000273,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000273,KEGG_BLADDER_CANCER
HMDB0000273,KEGG_RIBOFLAVIN_METABOLISM
HMDB0000273,KEGG_LYSOSOME
HMDB0000283,KEGG_PENTOSE_PHOSPHATE_PATHWAY
HMDB0000285,KEGG_PYRIMIDINE_METABOLISM
HMDB0000285,KEGG_GALACTOSE_METABOLISM
HMDB0000285,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
HMDB0000285,KEGG_PURINE_METABOLISM
HMDB0000285,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0000285,KEGG_PENTOSE_PHOSPHATE_PATHWAY
HMDB0000285,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM
HMDB0000285,KEGG_TYPE_II_DIABETES_MELLITUS
HMDB0000285,KEGG_INSULIN_SIGNALING_PATHWAY
HMDB0000285,KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
HMDB0000285,KEGG_PYRUVATE_METABOLISM
HMDB0000285,KEGG_GLUTATHIONE_METABOLISM
HMDB0000285,KEGG_P53_SIGNALING_PATHWAY
HMDB0000285,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
HMDB0000285,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0000288,KEGG_PYRIMIDINE_METABOLISM
HMDB0000288,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
HMDB0000288,KEGG_RIBOFLAVIN_METABOLISM
HMDB0000288,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0000288,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0000288,KEGG_PURINE_METABOLISM
HMDB0000288,KEGG_ETHER_LIPID_METABOLISM
HMDB0000288,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000288,KEGG_LYSOSOME
HMDB0000289,KEGG_ABC_TRANSPORTERS
HMDB0000289,KEGG_PHENYLALANINE_METABOLISM
HMDB0000289,KEGG_JAK_STAT_SIGNALING_PATHWAY
HMDB0000289,KEGG_AUTOIMMUNE_THYROID_DISEASE
HMDB0000289,KEGG_TYROSINE_METABOLISM
HMDB0000289,KEGG_HEMATOPOIETIC_CELL_LINEAGE
HMDB0000289,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
HMDB0000289,KEGG_PURINE_METABOLISM
HMDB0000289,KEGG_PEROXISOME
HMDB0000289,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000291,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0000291,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000291,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0000291,KEGG_PHENYLALANINE_METABOLISM
HMDB0000291,KEGG_TYROSINE_METABOLISM
HMDB0000291,KEGG_HISTIDINE_METABOLISM
HMDB0000291,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000292,KEGG_PURINE_METABOLISM
HMDB0000292,KEGG_PYRIMIDINE_METABOLISM
HMDB0000292,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0000292,KEGG_PEROXISOME
HMDB0000292,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000294,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0000294,KEGG_PHENYLALANINE_METABOLISM
HMDB0000294,KEGG_JAK_STAT_SIGNALING_PATHWAY
HMDB0000294,KEGG_AUTOIMMUNE_THYROID_DISEASE
HMDB0000294,KEGG_TYROSINE_METABOLISM
HMDB0000294,KEGG_HEMATOPOIETIC_CELL_LINEAGE
HMDB0000294,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
HMDB0000296,KEGG_PRIMARY_IMMUNODEFICIENCY
HMDB0000296,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
HMDB0000296,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000296,KEGG_PYRIMIDINE_METABOLISM
HMDB0000296,KEGG_PURINE_METABOLISM
HMDB0000296,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0000296,KEGG_RIBOFLAVIN_METABOLISM
HMDB0000296,KEGG_LYSOSOME
HMDB0000299,KEGG_PYRIMIDINE_METABOLISM
HMDB0000299,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0000299,KEGG_PURINE_METABOLISM
HMDB0000300,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000300,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
HMDB0000300,KEGG_PYRIMIDINE_METABOLISM
HMDB0000300,KEGG_BETA_ALANINE_METABOLISM
HMDB0000300,KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
HMDB0000300,KEGG_PURINE_METABOLISM
HMDB0000301,KEGG_HISTIDINE_METABOLISM
HMDB0000301,KEGG_NITROGEN_METABOLISM
HMDB0000302,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES
HMDB0000302,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES
HMDB0000302,KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES
HMDB0000302,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
HMDB0000302,KEGG_N_GLYCAN_BIOSYNTHESIS
HMDB0000302,KEGG_GALACTOSE_METABOLISM
HMDB0000302,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
HMDB0000302,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE
HMDB0000302,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE
HMDB0000302,KEGG_O_GLYCAN_BIOSYNTHESIS
HMDB0000302,KEGG_SPHINGOLIPID_METABOLISM
HMDB0000302,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
HMDB0000303,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0000303,KEGG_TRYPTOPHAN_METABOLISM
HMDB0000303,KEGG_HISTIDINE_METABOLISM
HMDB0000303,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0000303,KEGG_PHENYLALANINE_METABOLISM
HMDB0000303,KEGG_TYROSINE_METABOLISM
HMDB0000303,KEGG_BETA_ALANINE_METABOLISM
HMDB0000303,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000305,KEGG_RETINOL_METABOLISM
HMDB0000305,KEGG_FATTY_ACID_METABOLISM
HMDB0000305,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0000305,KEGG_TYROSINE_METABOLISM
HMDB0000305,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0000305,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000305,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000306,KEGG_HISTIDINE_METABOLISM
HMDB0000306,KEGG_TYROSINE_METABOLISM
HMDB0000306,KEGG_TRYPTOPHAN_METABOLISM
HMDB0000306,KEGG_PHENYLALANINE_METABOLISM
HMDB0000306,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0000306,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0000306,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000306,KEGG_SULFUR_METABOLISM
HMDB0000318,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0000318,KEGG_RETINOL_METABOLISM
HMDB0000318,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0000318,KEGG_FATTY_ACID_METABOLISM
HMDB0000318,KEGG_TYROSINE_METABOLISM
HMDB0000318,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000335,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000335,KEGG_RETINOL_METABOLISM
HMDB0000335,KEGG_TRYPTOPHAN_METABOLISM
HMDB0000335,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0000335,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000335,KEGG_LINOLEIC_ACID_METABOLISM
HMDB0000335,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000335,KEGG_ARACHIDONIC_ACID_METABOLISM
HMDB0000338,KEGG_ABC_TRANSPORTERS
HMDB0000352,KEGG_ABC_TRANSPORTERS
HMDB0000352,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000352,KEGG_STEROID_BIOSYNTHESIS
HMDB0000359,KEGG_ABC_TRANSPORTERS
HMDB0000359,KEGG_PEROXISOME
HMDB0000359,KEGG_FATTY_ACID_METABOLISM
HMDB0000359,KEGG_PYRUVATE_METABOLISM
HMDB0000359,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0000359,KEGG_BUTANOATE_METABOLISM
HMDB0000359,KEGG_BETA_ALANINE_METABOLISM
HMDB0000359,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0000359,KEGG_GLYCEROLIPID_METABOLISM
HMDB0000359,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0000359,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
HMDB0000359,KEGG_HISTIDINE_METABOLISM
HMDB0000359,KEGG_TRYPTOPHAN_METABOLISM
HMDB0000359,KEGG_LYSINE_DEGRADATION
HMDB0000359,KEGG_PROPANOATE_METABOLISM
HMDB0000359,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0000359,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0000359,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0000363,KEGG_ABC_TRANSPORTERS
HMDB0000363,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000363,KEGG_SULFUR_METABOLISM
HMDB0000374,KEGG_ABC_TRANSPORTERS
HMDB0000374,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000405,KEGG_ABC_TRANSPORTERS
HMDB0000448,KEGG_PEROXISOME
HMDB0000464,KEGG_CALCIUM_SIGNALING_PATHWAY
HMDB0000464,KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
HMDB0000464,KEGG_CARDIAC_MUSCLE_CONTRACTION
HMDB0000464,KEGG_DILATED_CARDIOMYOPATHY
HMDB0000464,KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
HMDB0000472,KEGG_HISTIDINE_METABOLISM
HMDB0000472,KEGG_TYROSINE_METABOLISM
HMDB0000472,KEGG_TRYPTOPHAN_METABOLISM
HMDB0000472,KEGG_PHENYLALANINE_METABOLISM
HMDB0000472,KEGG_PARKINSONS_DISEASE
HMDB0000482,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0000482,KEGG_PEROXISOME
HMDB0000482,KEGG_FATTY_ACID_METABOLISM
HMDB0000482,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0000490,KEGG_ABC_TRANSPORTERS
HMDB0000490,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0000490,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0000490,KEGG_RETINOL_METABOLISM
HMDB0000490,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000490,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
HMDB0000490,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
HMDB0000490,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000490,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000490,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HMDB0000491,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
HMDB0000491,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS
HMDB0000491,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0000491,KEGG_PROPANOATE_METABOLISM
HMDB0000491,KEGG_PYRUVATE_METABOLISM
HMDB0000491,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0000491,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
HMDB0000491,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0000491,KEGG_CITRATE_CYCLE_TCA_CYCLE
HMDB0000492,KEGG_ABC_TRANSPORTERS
HMDB0000492,KEGG_VIBRIO_CHOLERAE_INFECTION
HMDB0000510,KEGG_TRYPTOPHAN_METABOLISM
HMDB0000510,KEGG_LYSINE_DEGRADATION
HMDB0000510,KEGG_BETA_ALANINE_METABOLISM
HMDB0000510,KEGG_PROPANOATE_METABOLISM
HMDB0000510,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0000510,KEGG_HISTIDINE_METABOLISM
HMDB0000510,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
HMDB0000510,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
HMDB0000510,KEGG_GLYCEROLIPID_METABOLISM
HMDB0000510,KEGG_BUTANOATE_METABOLISM
HMDB0000510,KEGG_PYRUVATE_METABOLISM
HMDB0000510,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
HMDB0000510,KEGG_LIMONENE_AND_PINENE_DEGRADATION
HMDB0000510,KEGG_FATTY_ACID_METABOLISM
HMDB0000511,KEGG_ABC_TRANSPORTERS
HMDB0000511,KEGG_BUTANOATE_METABOLISM
HMDB0000511,KEGG_PEROXISOME
HMDB0000511,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0000511,KEGG_ARACHIDONIC_ACID_METABOLISM
HMDB0000517,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0000517,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
HMDB0000517,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0000517,KEGG_LONG_TERM_DEPRESSION
HMDB0000517,KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
HMDB0000517,KEGG_CALCIUM_SIGNALING_PATHWAY
HMDB0000517,KEGG_ALZHEIMERS_DISEASE
HMDB0000517,KEGG_LEISHMANIA_INFECTION
HMDB0000517,KEGG_PEROXISOME
HMDB0000517,KEGG_SMALL_CELL_LUNG_CANCER
HMDB0000517,KEGG_PATHWAYS_IN_CANCER
HMDB0000517,KEGG_VEGF_SIGNALING_PATHWAY
HMDB0000518,KEGG_ABC_TRANSPORTERS
HMDB0000518,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0000518,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
HMDB0000518,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0000518,KEGG_PEROXISOME
HMDB0000518,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000518,KEGG_RETINOL_METABOLISM
HMDB0000518,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000518,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000518,KEGG_LINOLEIC_ACID_METABOLISM
HMDB0000518,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0000518,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0000518,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0000518,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
HMDB0000518,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HMDB0000518,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
HMDB0000521,KEGG_ABC_TRANSPORTERS
HMDB0000521,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0000521,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0000521,KEGG_FATTY_ACID_METABOLISM
HMDB0000521,KEGG_PEROXISOME
HMDB0000521,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0000521,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
HMDB0000521,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0000521,KEGG_ECM_RECEPTOR_INTERACTION
HMDB0000521,KEGG_HEMATOPOIETIC_CELL_LINEAGE
HMDB0000521,KEGG_STEROID_BIOSYNTHESIS
HMDB0000521,KEGG_GLYCEROLIPID_METABOLISM
HMDB0000521,KEGG_LYSOSOME
HMDB0000554,KEGG_ABC_TRANSPORTERS
HMDB0000561,KEGG_RETINOL_METABOLISM
HMDB0000570,KEGG_ABC_TRANSPORTERS
HMDB0000573,KEGG_ABC_TRANSPORTERS
HMDB0000573,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0000573,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0000573,KEGG_FATTY_ACID_METABOLISM
HMDB0000573,KEGG_PEROXISOME
HMDB0000573,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0000573,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
HMDB0000573,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0000573,KEGG_STEROID_BIOSYNTHESIS
HMDB0000573,KEGG_GLYCEROLIPID_METABOLISM
HMDB0000573,KEGG_LYSOSOME
HMDB0000574,KEGG_RENIN_ANGIOTENSIN_SYSTEM
HMDB0000574,KEGG_GLUTATHIONE_METABOLISM
HMDB0000574,KEGG_HEMATOPOIETIC_CELL_LINEAGE
HMDB0000574,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
HMDB0000574,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
HMDB0000574,KEGG_SELENOAMINO_ACID_METABOLISM
HMDB0000574,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
HMDB0000574,KEGG_NITROGEN_METABOLISM
HMDB0000574,KEGG_TYROSINE_METABOLISM
HMDB0000574,KEGG_PHENYLALANINE_METABOLISM
HMDB0000574,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
HMDB0000574,KEGG_ARGININE_AND_PROLINE_METABOLISM
HMDB0000574,KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
HMDB0000586,KEGG_ABC_TRANSPORTERS
HMDB0000586,KEGG_TYPE_II_DIABETES_MELLITUS
HMDB0000586,KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
HMDB0000586,KEGG_CARDIAC_MUSCLE_CONTRACTION
HMDB0000586,KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
HMDB0000586,KEGG_OXIDATIVE_PHOSPHORYLATION
HMDB0000586,KEGG_VIBRIO_CHOLERAE_INFECTION
HMDB0000586,KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
HMDB0000618,KEGG_PENTOSE_PHOSPHATE_PATHWAY
HMDB0000618,KEGG_GLUTATHIONE_METABOLISM
HMDB0000618,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
HMDB0000619,KEGG_ABC_TRANSPORTERS
HMDB0000619,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0000619,KEGG_PEROXISOME
HMDB0000619,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
HMDB0000619,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0000619,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000619,KEGG_RETINOL_METABOLISM
HMDB0000619,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000619,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000619,KEGG_LINOLEIC_ACID_METABOLISM
HMDB0000619,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0000619,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0000619,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
HMDB0000619,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
HMDB0000619,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0000619,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HMDB0000621,KEGG_PENTOSE_PHOSPHATE_PATHWAY
HMDB0000626,KEGG_ABC_TRANSPORTERS
HMDB0000626,KEGG_DRUG_METABOLISM_OTHER_ENZYMES
HMDB0000626,KEGG_RETINOL_METABOLISM
HMDB0000626,KEGG_STEROID_HORMONE_BIOSYNTHESIS
HMDB0000626,KEGG_DRUG_METABOLISM_CYTOCHROME_P450
HMDB0000626,KEGG_LINOLEIC_ACID_METABOLISM
HMDB0000626,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
HMDB0000626,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM
HMDB0000626,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS
HMDB0000626,KEGG_STARCH_AND_SUCROSE_METABOLISM
HMDB0000626,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
HMDB0000626,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0000626,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0000637,KEGG_ABC_TRANSPORTERS
HMDB0000637,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0000637,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
HMDB0000637,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0000637,KEGG_PEROXISOME
HMDB0000638,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
HMDB0000638,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
HMDB0000638,KEGG_FATTY_ACID_METABOLISM
HMDB0000638,KEGG_PEROXISOME
HMDB0000638,KEGG_PPAR_SIGNALING_PATHWAY
HMDB0000638,KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
HMDB0000638,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS
HMDB0000638,KEGG_ARACHIDONIC_ACID_METABOLISM
HMDB0000638,KEGG_RETINOL_METABOLISM
HMDB0000638,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
HMDB0000638,KEGG_STEROID_BIOSYNTHESIS
